trade_id,trade_date,settlement_date,counterparty,asset,trade_type,currency,expected_amounts,settled_amount,status,break_amount,abs_break_amount,risk_level,break_direction
TRD025301,2025-02-13,2025-02-17,CITI BANK,NIFTY50,BUY,JPY,2806000.82,1554414.06,PENDING,1251586.7599999998,1251586.7599999998,high,underpayment
TRD025310,2025-10-06,2025-10-10,JP MORGAN,AMZN,BUY,JPY,3621748.24,2281295.25,FAILED,1340452.9900000002,1340452.9900000002,high,underpayment
TRD025314,2025-09-28,2025-09-29,GOLDMAN SACHS,TCS,SELL,INR,4599285.28,6118685.61,PENDING,-1519400.33,1519400.33,high,over payment
TRD025327,2025-07-01,2025-07-04,HSBC,AAPL,BUY,JPY,237095.97,199286.16,SETTLED,37809.81,37809.81,low,underpayment
TRD025331,2025-12-16,2025-12-17,CITI BANK,NIFTY50,SELL,GBP,210197.88,282938.37,SETTLED,-72740.48999999999,72740.48999999999,low,over payment
TRD025344,2025-11-06,2025-11-07,GOLDMAN SACHS,SENSEX,SELL,EUR,4191890.03,4804631.34,SETTLED,-612741.31,612741.31,medium,over payment
TRD025345,2025-11-01,2025-11-04,MORGAN STANLEY,SENSEX,SELL,EUR,1298113.67,1723503.1,SETTLED,-425389.43000000017,425389.43000000017,medium,over payment
TRD025346,2025-05-22,2025-05-23,GOLDMAN SACHS,INFY,SELL,JPY,1447046.1,746193.59,SETTLED,700852.5100000001,700852.5100000001,medium,underpayment
TRD025348,2025-02-28,2025-03-02,HSBC,MSFT,SELL,USD,1064353.76,1454706.15,MISMATCHED,-390352.3899999999,390352.3899999999,medium,over payment
TRD025352,2025-06-24,2025-06-26,DEUTSCHE BANK,NIFTY50,SELL,EUR,4447051.07,4596157.07,SETTLED,-149106.0,149106.0,medium,over payment
TRD025355,2025-04-05,2025-04-08,HSBC,AMZN,SELL,JPY,2718259.39,3801781.16,SETTLED,-1083521.77,1083521.77,high,over payment
TRD025357,2025-06-26,2025-06-30,GOLDMAN SACHS,RELIANCE,SELL,JPY,503230.59,356779.91,SETTLED,146450.68000000005,146450.68000000005,medium,underpayment
TRD025358,2025-05-22,2025-05-26,MORGAN STANLEY,AAPL,SELL,JPY,2772405.5,3541829.69,SETTLED,-769424.19,769424.19,medium,over payment
TRD025385,2025-02-01,2025-02-06,GOLDMAN SACHS,TCS,BUY,INR,2808803.12,2769998.17,MISMATCHED,38804.950000000186,38804.950000000186,low,underpayment
TRD025390,2025-04-23,2025-04-26,JP MORGAN,GOOGL,BUY,JPY,4267262.92,3673681.61,SETTLED,593581.31,593581.31,medium,underpayment
TRD025396,2025-03-23,2025-03-26,HSBC,TSLA,SELL,EUR,1906118.15,2775333.59,SETTLED,-869215.44,869215.44,medium,over payment
TRD025401,2025-07-07,2025-07-12,DEUTSCHE BANK,RELIANCE,SELL,INR,2567530.48,3022770.89,SETTLED,-455240.41000000015,455240.41000000015,medium,over payment
TRD025410,2025-05-26,2025-05-28,DEUTSCHE BANK,NIFTY50,SELL,INR,3268876.82,3538920.91,SETTLED,-270044.0900000003,270044.0900000003,medium,over payment
TRD025414,2025-09-08,2025-09-09,GOLDMAN SACHS,AMZN,BUY,JPY,1938492.43,2186180.9,SETTLED,-247688.46999999997,247688.46999999997,medium,over payment
TRD025419,2025-06-29,2025-07-04,JP MORGAN,TCS,SELL,EUR,2832692.3,3526197.91,FAILED,-693505.6100000003,693505.6100000003,medium,over payment
TRD025433,2025-03-28,2025-03-29,MORGAN STANLEY,RELIANCE,BUY,GBP,2382936.69,2122287.45,SETTLED,260649.23999999976,260649.23999999976,medium,underpayment
TRD025434,2025-07-14,2025-07-16,GOLDMAN SACHS,TCS,BUY,INR,2211211.58,3134064.22,FAILED,-922852.6400000001,922852.6400000001,medium,over payment
TRD025447,2025-04-20,2025-04-23,MORGAN STANLEY,INFY,BUY,EUR,4090489.74,5835416.03,SETTLED,-1744926.29,1744926.29,high,over payment
TRD025449,2025-11-02,2025-11-03,HSBC,INFY,SELL,EUR,28844.46,25043.37,SETTLED,3801.09,3801.09,low,underpayment
TRD025465,2025-04-23,2025-04-24,BARCLAYS,INFY,BUY,EUR,3800061.33,5349411.05,PENDING,-1549349.7199999997,1549349.7199999997,high,over payment
TRD025467,2025-02-07,2025-02-11,CITI BANK,NIFTY50,BUY,EUR,474780.83,276317.71,FAILED,198463.12,198463.12,medium,underpayment
TRD025473,2025-12-21,2025-12-25,HSBC,RELIANCE,SELL,JPY,4287935.97,4206966.95,SETTLED,80969.01999999955,80969.01999999955,low,underpayment
TRD025475,2025-01-04,2025-01-09,HSBC,RELIANCE,BUY,USD,2126159.38,1381532.37,SETTLED,744627.0099999998,744627.0099999998,medium,underpayment
TRD025482,2025-03-26,2025-03-30,UBS,TSLA,BUY,USD,448413.7,320210.37,SETTLED,128203.33000000002,128203.33000000002,medium,underpayment
TRD025490,2025-07-11,2025-07-12,CITI BANK,GOOGL,SELL,USD,3463245.61,3433169.84,SETTLED,30075.77000000002,30075.77000000002,low,underpayment
TRD025513,2025-08-16,2025-08-21,BARCLAYS,AAPL,SELL,EUR,3038026.78,1620495.66,PENDING,1417531.1199999999,1417531.1199999999,high,underpayment
TRD025515,2025-11-10,2025-11-14,GOLDMAN SACHS,MSFT,BUY,GBP,1006805.53,554718.59,SETTLED,452086.94000000006,452086.94000000006,medium,underpayment
TRD025520,2025-05-30,2025-05-31,JP MORGAN,NIFTY50,BUY,JPY,4007407.03,5592408.59,SETTLED,-1585001.56,1585001.56,high,over payment
TRD025522,2025-02-23,2025-02-25,UBS,MSFT,BUY,INR,1209072.39,671622.35,PENDING,537450.0399999999,537450.0399999999,medium,underpayment
TRD025523,2025-11-08,2025-11-12,BARCLAYS,TCS,SELL,USD,1034469.79,733237.5,PENDING,301232.29000000004,301232.29000000004,medium,underpayment
TRD025525,2025-03-01,2025-03-06,HSBC,RELIANCE,BUY,EUR,4299619.41,2280717.97,FAILED,2018901.44,2018901.44,high,underpayment
TRD025536,2025-07-07,2025-07-11,UBS,INFY,SELL,USD,3415530.69,3172079.82,SETTLED,243450.8700000001,243450.8700000001,medium,underpayment
TRD025554,2025-06-28,2025-06-30,DEUTSCHE BANK,AMZN,SELL,USD,4463437.41,3997124.59,PENDING,466312.8200000003,466312.8200000003,medium,underpayment
TRD025568,2025-06-12,2025-06-14,BARCLAYS,AMZN,SELL,JPY,2222473.67,1840040.09,PENDING,382433.57999999984,382433.57999999984,medium,underpayment
TRD025571,2025-07-12,2025-07-17,UBS,TCS,BUY,INR,3017900.48,1999992.6,SETTLED,1017907.8799999999,1017907.8799999999,high,underpayment
TRD025573,2025-08-27,2025-08-29,DEUTSCHE BANK,RELIANCE,SELL,GBP,1053708.89,739834.41,SETTLED,313874.47999999986,313874.47999999986,medium,underpayment
TRD025576,2025-10-04,2025-10-07,JP MORGAN,TCS,SELL,INR,542765.16,580349.37,SETTLED,-37584.20999999996,37584.20999999996,low,over payment
TRD025581,2025-01-11,2025-01-14,JP MORGAN,INFY,BUY,GBP,504975.26,689374.67,PENDING,-184399.41000000003,184399.41000000003,medium,over payment
TRD025583,2025-11-23,2025-11-27,JP MORGAN,NIFTY50,SELL,USD,594962.42,459758.48,PENDING,135203.94000000006,135203.94000000006,medium,underpayment
TRD025585,2025-07-16,2025-07-18,DEUTSCHE BANK,AAPL,SELL,EUR,3216144.86,4506603.85,SETTLED,-1290458.9899999998,1290458.9899999998,high,over payment
TRD025606,2025-03-30,2025-04-02,CITI BANK,INFY,SELL,EUR,3868427.14,4494737.52,MISMATCHED,-626310.3799999994,626310.3799999994,medium,over payment
TRD025607,2025-03-12,2025-03-16,MORGAN STANLEY,NIFTY50,BUY,EUR,4602592.63,4844057.33,SETTLED,-241464.7000000002,241464.7000000002,medium,over payment
TRD025613,2025-09-06,2025-09-07,HSBC,TSLA,BUY,INR,2392933.5,3069015.5,SETTLED,-676082.0,676082.0,medium,over payment
TRD025619,2025-03-30,2025-04-01,CITI BANK,SENSEX,BUY,USD,2316720.44,2786769.04,PENDING,-470048.6000000001,470048.6000000001,medium,over payment
TRD025626,2025-09-24,2025-09-26,MORGAN STANLEY,TSLA,SELL,EUR,733663.45,727051.05,FAILED,6612.399999999907,6612.399999999907,low,underpayment
TRD025644,2025-06-30,2025-07-03,CITI BANK,INFY,BUY,INR,3210624.19,4377961.04,SETTLED,-1167336.85,1167336.85,high,over payment
TRD025645,2025-11-01,2025-11-05,GOLDMAN SACHS,GOOGL,BUY,EUR,2504655.5,2848485.19,SETTLED,-343829.68999999994,343829.68999999994,medium,over payment
TRD025652,2025-03-03,2025-03-05,GOLDMAN SACHS,TCS,SELL,EUR,3924911.8,3355807.4,PENDING,569104.3999999999,569104.3999999999,medium,underpayment
TRD025663,2025-09-05,2025-09-06,UBS,TCS,SELL,USD,4076893.79,2982953.78,SETTLED,1093940.0100000002,1093940.0100000002,high,underpayment
TRD025664,2025-08-02,2025-08-06,BARCLAYS,RELIANCE,BUY,JPY,1485042.39,1536168.94,PENDING,-51126.55000000005,51126.55000000005,low,over payment
TRD025668,2025-02-01,2025-02-04,DEUTSCHE BANK,AAPL,BUY,GBP,2380737.19,1494123.25,SETTLED,886613.94,886613.94,medium,underpayment
TRD025669,2025-12-18,2025-12-23,UBS,NIFTY50,BUY,JPY,2334954.22,3198721.83,SETTLED,-863767.6099999999,863767.6099999999,medium,over payment
TRD025672,2025-09-03,2025-09-08,DEUTSCHE BANK,AMZN,SELL,USD,156834.24,85239.47,SETTLED,71594.76999999999,71594.76999999999,low,underpayment
TRD025676,2025-12-05,2025-12-09,DEUTSCHE BANK,MSFT,SELL,INR,4076932.52,5867704.34,SETTLED,-1790771.8199999998,1790771.8199999998,high,over payment
TRD025691,2025-10-28,2025-10-29,CITI BANK,SENSEX,SELL,EUR,4278292.45,2483935.54,SETTLED,1794356.9100000001,1794356.9100000001,high,underpayment
TRD025696,2025-08-03,2025-08-04,UBS,TCS,SELL,GBP,967376.67,553905.36,PENDING,413471.31000000006,413471.31000000006,medium,underpayment
TRD025701,2025-09-14,2025-09-17,JP MORGAN,TCS,BUY,JPY,3629791.42,2261061.91,SETTLED,1368729.5099999998,1368729.5099999998,high,underpayment
TRD025710,2025-02-11,2025-02-12,HSBC,RELIANCE,BUY,INR,1678595.46,2457405.02,SETTLED,-778809.56,778809.56,medium,over payment
TRD025713,2025-02-27,2025-03-04,MORGAN STANLEY,SENSEX,BUY,JPY,800057.6,548661.27,SETTLED,251396.32999999996,251396.32999999996,medium,underpayment
TRD025716,2025-06-04,2025-06-05,BARCLAYS,GOOGL,BUY,USD,4472563.23,4712404.43,PENDING,-239841.19999999925,239841.19999999925,medium,over payment
TRD025717,2025-05-12,2025-05-17,BARCLAYS,TCS,SELL,INR,1030930.83,928928.02,FAILED,102002.80999999994,102002.80999999994,medium,underpayment
TRD025723,2025-07-29,2025-08-02,UBS,TCS,BUY,GBP,1053997.07,1507731.52,PENDING,-453734.44999999995,453734.44999999995,medium,over payment
TRD025728,2025-01-14,2025-01-19,CITI BANK,INFY,BUY,JPY,839942.65,1026093.06,SETTLED,-186150.41000000003,186150.41000000003,medium,over payment
TRD025732,2025-07-12,2025-07-13,JP MORGAN,GOOGL,SELL,EUR,3156419.47,1626927.38,SETTLED,1529492.0900000003,1529492.0900000003,high,underpayment
TRD025742,2025-07-02,2025-07-05,BARCLAYS,GOOGL,BUY,INR,4487408.94,3719697.35,SETTLED,767711.5900000003,767711.5900000003,medium,underpayment
TRD025743,2025-03-13,2025-03-15,MORGAN STANLEY,TSLA,SELL,EUR,398148.96,249348.8,SETTLED,148800.16000000003,148800.16000000003,medium,underpayment
TRD025753,2025-03-20,2025-03-25,UBS,SENSEX,BUY,JPY,4679732.92,2760526.75,SETTLED,1919206.17,1919206.17,high,underpayment
TRD025758,2025-06-25,2025-06-30,GOLDMAN SACHS,SENSEX,SELL,GBP,3371122.95,3163446.49,SETTLED,207676.45999999996,207676.45999999996,medium,underpayment
TRD025764,2025-11-23,2025-11-27,HSBC,TCS,BUY,INR,2219735.29,1992958.31,SETTLED,226776.97999999998,226776.97999999998,medium,underpayment
TRD025767,2025-10-06,2025-10-11,JP MORGAN,SENSEX,SELL,JPY,449073.76,561877.55,SETTLED,-112803.79000000004,112803.79000000004,medium,over payment
TRD025771,2025-07-14,2025-07-15,DEUTSCHE BANK,TCS,BUY,EUR,1022793.69,606004.07,FAILED,416789.62,416789.62,medium,underpayment
TRD025774,2025-11-03,2025-11-04,BARCLAYS,SENSEX,BUY,INR,3183727.67,4312683.47,SETTLED,-1128955.7999999998,1128955.7999999998,high,over payment
TRD025782,2025-08-09,2025-08-13,CITI BANK,NIFTY50,SELL,EUR,1272220.28,976620.85,SETTLED,295599.43000000005,295599.43000000005,medium,underpayment
TRD025787,2025-05-25,2025-05-26,JP MORGAN,NIFTY50,BUY,INR,846518.83,901466.47,SETTLED,-54947.640000000014,54947.640000000014,low,over payment
TRD025803,2025-05-12,2025-05-16,JP MORGAN,GOOGL,BUY,USD,2633751.43,3223892.61,SETTLED,-590141.1799999997,590141.1799999997,medium,over payment
TRD025804,2025-09-28,2025-10-02,MORGAN STANLEY,AAPL,BUY,USD,3480687.05,3939115.94,SETTLED,-458428.89000000013,458428.89000000013,medium,over payment
TRD025805,2025-06-07,2025-06-10,MORGAN STANLEY,NIFTY50,BUY,EUR,2546862.18,2777246.63,SETTLED,-230384.44999999972,230384.44999999972,medium,over payment
TRD025815,2025-05-07,2025-05-11,DEUTSCHE BANK,AAPL,BUY,GBP,4256510.66,4528617.41,SETTLED,-272106.75,272106.75,medium,over payment
TRD025817,2025-11-24,2025-11-28,BARCLAYS,RELIANCE,SELL,JPY,3548701.93,4956971.32,PENDING,-1408269.3900000001,1408269.3900000001,high,over payment
TRD025837,2025-02-02,2025-02-07,GOLDMAN SACHS,SENSEX,SELL,JPY,3792995.19,5043380.04,FAILED,-1250384.85,1250384.85,high,over payment
TRD025842,2025-09-28,2025-10-02,JP MORGAN,AMZN,BUY,GBP,2674605.56,1490498.05,SETTLED,1184107.51,1184107.51,high,underpayment
TRD025852,2025-09-24,2025-09-27,HSBC,MSFT,SELL,USD,2428813.72,3123443.92,FAILED,-694630.1999999997,694630.1999999997,medium,over payment
TRD025853,2025-01-21,2025-01-23,HSBC,NIFTY50,SELL,EUR,2711248.38,3373281.65,FAILED,-662033.27,662033.27,medium,over payment
TRD025863,2025-11-04,2025-11-07,GOLDMAN SACHS,NIFTY50,SELL,INR,4504771.54,5095747.93,SETTLED,-590976.3899999997,590976.3899999997,medium,over payment
TRD025868,2025-09-04,2025-09-06,HSBC,GOOGL,SELL,JPY,4014584.81,5113873.45,PENDING,-1099288.6400000001,1099288.6400000001,high,over payment
TRD025869,2025-12-27,2025-12-30,DEUTSCHE BANK,TCS,BUY,GBP,2897927.71,1879864.0,SETTLED,1018063.71,1018063.71,high,underpayment
TRD025873,2025-06-21,2025-06-24,HSBC,AAPL,BUY,USD,4887164.42,6892506.07,MISMATCHED,-2005341.6500000004,2005341.6500000004,high,over payment
TRD025878,2025-03-25,2025-03-28,GOLDMAN SACHS,SENSEX,SELL,EUR,1738478.05,2383609.02,SETTLED,-645130.97,645130.97,medium,over payment
TRD025894,2025-12-27,2025-12-31,UBS,MSFT,BUY,USD,3716443.03,2612239.41,PENDING,1104203.6199999996,1104203.6199999996,high,underpayment
TRD025895,2025-04-02,2025-04-03,GOLDMAN SACHS,RELIANCE,SELL,USD,68472.86,40325.16,FAILED,28147.699999999997,28147.699999999997,low,underpayment
TRD025896,2025-08-14,2025-08-17,UBS,GOOGL,SELL,USD,4502297.36,5522243.53,SETTLED,-1019946.1699999999,1019946.1699999999,high,over payment
TRD025904,2025-04-26,2025-04-30,UBS,GOOGL,BUY,USD,56994.38,79364.8,SETTLED,-22370.420000000006,22370.420000000006,low,over payment
TRD025916,2025-04-21,2025-04-26,MORGAN STANLEY,RELIANCE,SELL,JPY,4455413.13,5232892.35,SETTLED,-777479.2199999997,777479.2199999997,medium,over payment
TRD025920,2025-10-28,2025-11-02,GOLDMAN SACHS,SENSEX,BUY,JPY,2737438.34,2605977.39,SETTLED,131460.94999999972,131460.94999999972,medium,underpayment
TRD025930,2025-06-08,2025-06-13,HSBC,GOOGL,BUY,INR,4958306.07,2805379.14,PENDING,2152926.93,2152926.93,high,underpayment
TRD025953,2025-10-12,2025-10-17,JP MORGAN,TCS,SELL,USD,876655.65,1014396.77,SETTLED,-137741.12,137741.12,medium,over payment
TRD025957,2025-02-07,2025-02-11,UBS,GOOGL,BUY,GBP,1716334.63,1980771.22,SETTLED,-264436.5900000001,264436.5900000001,medium,over payment
TRD025960,2025-10-19,2025-10-21,MORGAN STANLEY,SENSEX,SELL,EUR,3710421.28,2800404.72,FAILED,910016.5599999996,910016.5599999996,medium,underpayment
TRD025961,2025-12-19,2025-12-20,DEUTSCHE BANK,AMZN,SELL,USD,4176413.27,2934953.15,SETTLED,1241460.12,1241460.12,high,underpayment
TRD025962,2025-09-22,2025-09-23,UBS,SENSEX,BUY,JPY,4418135.12,5828543.25,SETTLED,-1410408.13,1410408.13,high,over payment
TRD025966,2025-12-08,2025-12-09,UBS,TCS,SELL,INR,4652527.62,5171401.79,SETTLED,-518874.1699999999,518874.1699999999,medium,over payment
TRD025969,2025-10-15,2025-10-16,DEUTSCHE BANK,TCS,BUY,JPY,1891163.41,1415922.14,SETTLED,475241.27,475241.27,medium,underpayment
TRD025977,2025-06-05,2025-06-08,HSBC,TCS,SELL,USD,2588344.52,1849779.83,SETTLED,738564.69,738564.69,medium,underpayment
TRD025986,2025-09-01,2025-09-02,CITI BANK,INFY,SELL,USD,3735591.6,2467497.62,PENDING,1268093.98,1268093.98,high,underpayment
TRD025991,2025-12-12,2025-12-16,CITI BANK,GOOGL,BUY,GBP,4217977.9,2880151.93,SETTLED,1337825.9700000002,1337825.9700000002,high,underpayment
TRD025996,2025-12-21,2025-12-26,HSBC,MSFT,SELL,JPY,1771494.22,1120696.09,SETTLED,650798.1299999999,650798.1299999999,medium,underpayment
TRD026005,2025-09-27,2025-09-29,GOLDMAN SACHS,TCS,SELL,JPY,2055150.55,2230577.45,SETTLED,-175426.90000000014,175426.90000000014,medium,over payment
TRD026032,2025-09-29,2025-09-30,HSBC,NIFTY50,SELL,JPY,4380845.61,4458187.6,SETTLED,-77341.98999999929,77341.98999999929,low,over payment
TRD026039,2025-10-25,2025-10-27,JP MORGAN,GOOGL,BUY,JPY,1647844.26,2391139.04,SETTLED,-743294.78,743294.78,medium,over payment
TRD026058,2025-04-14,2025-04-19,BARCLAYS,RELIANCE,BUY,GBP,1739938.75,1289127.08,MISMATCHED,450811.6699999999,450811.6699999999,medium,underpayment
TRD026062,2025-01-07,2025-01-09,JP MORGAN,TCS,SELL,EUR,3265783.17,3210198.86,MISMATCHED,55584.310000000056,55584.310000000056,low,underpayment
TRD026068,2025-12-27,2025-12-31,HSBC,NIFTY50,BUY,JPY,1154596.16,1068820.35,PENDING,85775.80999999982,85775.80999999982,low,underpayment
TRD026071,2025-09-14,2025-09-16,BARCLAYS,SENSEX,BUY,EUR,3121066.65,3237870.51,SETTLED,-116803.85999999987,116803.85999999987,medium,over payment
TRD026083,2025-07-31,2025-08-01,JP MORGAN,NIFTY50,BUY,USD,140521.11,81147.43,PENDING,59373.67999999999,59373.67999999999,low,underpayment
TRD026103,2025-05-22,2025-05-26,MORGAN STANLEY,AMZN,BUY,INR,2490194.88,1647157.85,PENDING,843037.0299999998,843037.0299999998,medium,underpayment
TRD026106,2025-10-30,2025-11-03,BARCLAYS,AAPL,SELL,EUR,667015.31,722774.09,SETTLED,-55758.77999999991,55758.77999999991,low,over payment
TRD026112,2025-01-31,2025-02-02,MORGAN STANLEY,NIFTY50,BUY,JPY,4633391.13,2907249.23,PENDING,1726141.9,1726141.9,high,underpayment
TRD026116,2025-08-15,2025-08-18,MORGAN STANLEY,TSLA,BUY,EUR,288592.46,372614.11,FAILED,-84021.64999999997,84021.64999999997,low,over payment
TRD026119,2025-10-16,2025-10-20,DEUTSCHE BANK,TCS,SELL,EUR,1057195.91,1335581.51,SETTLED,-278385.6000000001,278385.6000000001,medium,over payment
TRD026120,2025-03-10,2025-03-14,UBS,SENSEX,SELL,JPY,1435337.78,1896413.88,SETTLED,-461076.09999999986,461076.09999999986,medium,over payment
TRD026125,2025-03-22,2025-03-25,HSBC,RELIANCE,BUY,JPY,845677.31,427556.74,SETTLED,418120.57000000007,418120.57000000007,medium,underpayment
TRD026132,2025-03-26,2025-03-27,MORGAN STANLEY,NIFTY50,BUY,JPY,1936168.17,1634378.61,PENDING,301789.5599999998,301789.5599999998,medium,underpayment
TRD026137,2025-07-12,2025-07-14,HSBC,AMZN,SELL,USD,3231304.66,3569030.22,PENDING,-337725.56000000006,337725.56000000006,medium,over payment
TRD026145,2025-12-29,2025-12-31,HSBC,TSLA,SELL,EUR,1407397.37,1559931.38,SETTLED,-152534.00999999978,152534.00999999978,medium,over payment
TRD026149,2025-04-08,2025-04-11,DEUTSCHE BANK,INFY,BUY,GBP,1612788.41,2127011.54,SETTLED,-514223.1300000001,514223.1300000001,medium,over payment
TRD026174,2025-08-21,2025-08-26,MORGAN STANLEY,AMZN,SELL,USD,3468553.92,3638102.76,SETTLED,-169548.83999999985,169548.83999999985,medium,over payment
TRD026192,2025-01-14,2025-01-16,HSBC,TSLA,SELL,INR,3970616.14,4582017.14,SETTLED,-611400.9999999995,611400.9999999995,medium,over payment
TRD026194,2025-04-27,2025-04-29,DEUTSCHE BANK,NIFTY50,BUY,USD,3660578.42,2225045.58,SETTLED,1435532.8399999999,1435532.8399999999,high,underpayment
TRD026200,2025-08-24,2025-08-27,GOLDMAN SACHS,RELIANCE,BUY,JPY,1244908.95,737827.42,SETTLED,507081.5299999999,507081.5299999999,medium,underpayment
TRD026204,2025-03-24,2025-03-25,GOLDMAN SACHS,INFY,SELL,JPY,2236756.3,2044718.1,MISMATCHED,192038.19999999972,192038.19999999972,medium,underpayment
TRD026207,2025-03-08,2025-03-09,UBS,AMZN,SELL,JPY,3052325.52,2301717.08,SETTLED,750608.44,750608.44,medium,underpayment
TRD026208,2025-01-01,2025-01-06,UBS,RELIANCE,BUY,USD,4111489.25,4286592.99,PENDING,-175103.74000000022,175103.74000000022,medium,over payment
TRD026220,2025-10-01,2025-10-05,BARCLAYS,AMZN,BUY,GBP,3512795.37,3902116.84,PENDING,-389321.46999999974,389321.46999999974,medium,over payment
TRD026225,2025-02-26,2025-02-27,UBS,TSLA,SELL,EUR,1485289.74,984549.08,SETTLED,500740.66000000003,500740.66000000003,medium,underpayment
TRD026226,2025-11-18,2025-11-23,BARCLAYS,NIFTY50,SELL,USD,484010.73,723152.37,SETTLED,-239141.64,239141.64,medium,over payment
TRD026227,2025-03-24,2025-03-27,MORGAN STANLEY,MSFT,BUY,EUR,4473433.94,2266578.12,SETTLED,2206855.8200000003,2206855.8200000003,high,underpayment
TRD026228,2025-09-21,2025-09-22,MORGAN STANLEY,TSLA,BUY,USD,3385902.74,4025717.59,PENDING,-639814.8499999996,639814.8499999996,medium,over payment
TRD026233,2025-10-11,2025-10-13,BARCLAYS,AAPL,SELL,INR,4239574.2,4663807.52,MISMATCHED,-424233.31999999937,424233.31999999937,medium,over payment
TRD026242,2025-02-13,2025-02-17,DEUTSCHE BANK,AAPL,BUY,JPY,3050731.62,1998679.14,SETTLED,1052052.4800000002,1052052.4800000002,high,underpayment
TRD026243,2025-03-22,2025-03-24,DEUTSCHE BANK,AMZN,BUY,USD,191303.09,274686.04,SETTLED,-83382.94999999998,83382.94999999998,low,over payment
TRD026261,2025-01-10,2025-01-13,GOLDMAN SACHS,GOOGL,BUY,USD,3841808.17,2474295.09,SETTLED,1367513.08,1367513.08,high,underpayment
TRD026278,2025-03-30,2025-04-02,DEUTSCHE BANK,AMZN,SELL,GBP,4765067.77,5721491.16,SETTLED,-956423.3900000006,956423.3900000006,medium,over payment
TRD026291,2025-04-21,2025-04-26,UBS,AAPL,SELL,JPY,3871219.1,5160303.18,FAILED,-1289084.0799999996,1289084.0799999996,high,over payment
TRD026307,2025-09-23,2025-09-25,CITI BANK,TCS,SELL,INR,1379109.31,1394999.69,SETTLED,-15890.379999999888,15890.379999999888,low,over payment
TRD026326,2025-08-17,2025-08-21,GOLDMAN SACHS,RELIANCE,BUY,EUR,2108848.38,2904284.74,SETTLED,-795436.3600000003,795436.3600000003,medium,over payment
TRD026343,2025-10-06,2025-10-11,UBS,SENSEX,BUY,USD,4514989.67,4441632.61,PENDING,73357.05999999959,73357.05999999959,low,underpayment
TRD026349,2025-10-15,2025-10-17,JP MORGAN,NIFTY50,BUY,EUR,4655758.41,3041873.57,SETTLED,1613884.8400000003,1613884.8400000003,high,underpayment
TRD026356,2025-06-19,2025-06-23,MORGAN STANLEY,MSFT,SELL,JPY,852104.16,517290.37,SETTLED,334813.79000000004,334813.79000000004,medium,underpayment
TRD026358,2025-11-27,2025-12-02,JP MORGAN,GOOGL,BUY,USD,167919.46,190295.24,SETTLED,-22375.78,22375.78,low,over payment
TRD026379,2025-06-02,2025-06-03,HSBC,AAPL,BUY,GBP,4896196.23,3493607.16,PENDING,1402589.0700000003,1402589.0700000003,high,underpayment
TRD026395,2025-10-05,2025-10-10,UBS,AAPL,SELL,EUR,3357904.7,4230912.68,SETTLED,-873007.9799999995,873007.9799999995,medium,over payment
TRD026400,2025-02-24,2025-02-27,CITI BANK,MSFT,BUY,EUR,2714932.01,1904149.33,PENDING,810782.6799999997,810782.6799999997,medium,underpayment
TRD026407,2025-12-16,2025-12-17,UBS,AAPL,SELL,USD,3164513.74,2312664.91,PENDING,851848.8300000001,851848.8300000001,medium,underpayment
TRD026408,2025-07-25,2025-07-26,CITI BANK,TCS,SELL,GBP,3613381.75,2068808.9,SETTLED,1544572.85,1544572.85,high,underpayment
TRD026412,2025-12-01,2025-12-03,CITI BANK,RELIANCE,BUY,GBP,135305.74,147235.52,SETTLED,-11929.779999999999,11929.779999999999,low,over payment
TRD026434,2025-01-28,2025-02-01,HSBC,RELIANCE,SELL,INR,143177.62,146022.85,SETTLED,-2845.2300000000105,2845.2300000000105,low,over payment
TRD026439,2025-05-14,2025-05-16,MORGAN STANLEY,AAPL,BUY,USD,2997949.64,1598947.98,SETTLED,1399001.6600000001,1399001.6600000001,high,underpayment
TRD026440,2025-08-06,2025-08-09,JP MORGAN,INFY,SELL,EUR,3504571.53,5034372.41,SETTLED,-1529800.8800000004,1529800.8800000004,high,over payment
TRD026442,2025-01-03,2025-01-05,BARCLAYS,NIFTY50,BUY,EUR,459667.69,609513.98,SETTLED,-149846.28999999998,149846.28999999998,medium,over payment
TRD026444,2025-10-06,2025-10-08,DEUTSCHE BANK,TCS,BUY,JPY,3545421.93,4328907.02,SETTLED,-783485.0899999994,783485.0899999994,medium,over payment
TRD026446,2025-04-06,2025-04-09,JP MORGAN,MSFT,BUY,GBP,4904056.34,4513566.2,SETTLED,390490.13999999966,390490.13999999966,medium,underpayment
TRD026450,2025-08-14,2025-08-16,JP MORGAN,MSFT,SELL,EUR,4730272.18,4170939.93,PENDING,559332.2499999995,559332.2499999995,medium,underpayment
TRD026453,2025-07-10,2025-07-14,BARCLAYS,INFY,BUY,JPY,4669528.69,5668068.43,SETTLED,-998539.7399999993,998539.7399999993,medium,over payment
TRD026454,2025-10-15,2025-10-16,DEUTSCHE BANK,TCS,BUY,INR,523516.83,784425.58,PENDING,-260908.74999999994,260908.74999999994,medium,over payment
TRD026455,2025-12-20,2025-12-25,HSBC,MSFT,BUY,GBP,3648125.91,2793503.07,SETTLED,854622.8400000003,854622.8400000003,medium,underpayment
TRD026482,2025-10-24,2025-10-28,CITI BANK,RELIANCE,BUY,INR,3452380.29,4994984.58,SETTLED,-1542604.29,1542604.29,high,over payment
